45 => 46 0.2498795
45 => 44 0.24769989
45 => 35 0.24598135
45 => 55 0.25643927
15 25 35 45 => 46 0.27785516
15 25 35 45 => 55 0.72214484
15 25 35 => 25 0.2502132
15 25 35 => 45 0.24816647
15 25 35 => 34 0.24219683
15 25 35 => 36 0.2594235
15 25 => 26 0.25061104
15 25 => 15 0.24846186
15 25 => 35 0.25023177
15 25 => 24 0.25069532
15 => 16 0.24950826
15 => 25 0.25071144
15 => 5 0.24934086
15 => 14 0.25043944
46 => 36 0.24481049
46 => 56 0.25651878
46 => 45 0.24585219
46 => 47 0.25281855
16 26 36 46 => 56 0.71468925
16 26 36 46 => 47 0.28531075
16 26 36 => 46 0.25439376
16 26 36 => 37 0.24924552
16 26 36 => 35 0.24374223
16 26 36 => 26 0.2526185
16 26 => 36 0.24813604
16 26 => 16 0.24682799
16 26 => 27 0.2531066
16 26 => 25 0.25192937
16 => 26 0.2499946
16 => 17 0.25029665
16 => 15 0.24870008
16 => 6 0.25100866
36 => 26 0.2509527
36 => 37 0.24941963
36 => 35 0.24927726
36 => 46 0.25035042
26 => 36 0.25112543
26 => 25 0.24933128
26 => 27 0.25033164
26 => 16 0.24921167
37 => 38 0.24917357
37 => 36 0.2494566
37 => 47 0.25125661
37 => 27 0.25011322
38 => 48 0.27729544
38 => 37 0.23333772
38 => 39 0.2549658
38 => 28 0.23440103
36 37 38 => 48 0.70001787
36 37 38 => 39 0.29998213
36 37 => 38 0.25118673
36 37 => 47 0.250122
36 37 => 36 0.24990018
36 37 => 27 0.2487911
48 => 49 0.25372666
48 => 47 0.22960758
48 => 58 0.286387
48 => 38 0.23027876
18 28 38 48 => 49 0.29987374
18 28 38 48 => 58 0.7001263
18 28 38 => 48 0.25692332
18 28 38 => 39 0.24971986
18 28 38 => 37 0.24715863
18 28 38 => 28 0.24619818
18 28 => 27 0.2512428
18 28 => 38 0.2483232
18 28 => 29 0.24895447
18 28 => 18 0.25147954
18 => 17 0.2356531
18 => 19 0.25196314
18 => 28 0.276493
18 => 8 0.23589073
46 47 48 => 58 0.7023975
46 47 48 => 49 0.2976025
46 47 => 48 0.25262153
46 47 => 37 0.24945836
46 47 => 46 0.25023833
46 47 => 57 0.24768178
49 => 59 0.25630757
49 => 39 0.24340008
49 => 40 0.25375918
49 => 48 0.24653319
19 29 39 49 => 59 0.7093111
19 29 39 49 => 40 0.29068887
19 29 39 => 38 0.25059187
19 29 39 => 49 0.24421781
19 29 39 => 29 0.2531415
19 29 39 => 30 0.25204882
19 29 => 19 0.25317028
19 29 => 28 0.24635588
19 29 => 39 0.2506882
19 29 => 20 0.24978565
19 => 10 0.25225106
19 => 29 0.24797073
19 => 18 0.25157464
19 => 9 0.24820359
59 => 69 0.24955402
59 => 58 0.2509618
59 => 50 0.24881251
59 => 49 0.25067165
69 => 68 0.24815464
69 => 60 0.25184536
69 => 79 0.2466935
69 => 59 0.25330648
68 => 67 0.23399858
68 => 58 0.23512667
68 => 78 0.27761436
68 => 69 0.25326037
66 67 68 => 69 0.3016522
66 67 68 => 78 0.6983478
66 67 => 66 0.25128073
66 67 => 57 0.24914618
66 67 => 77 0.24602972
66 67 => 68 0.25354338
67 => 77 0.24911512
67 => 66 0.24814585
67 => 57 0.24930027
67 => 68 0.25343874
78 => 77 0.23439959
78 => 88 0.2780212
78 => 68 0.23595218
78 => 79 0.25162703
76 77 78 => 88 0.70485634
76 77 78 => 79 0.29514363
76 77 => 78 0.25275102
76 77 => 76 0.2544637
76 77 => 87 0.24517234
76 77 => 67 0.24761294
56 => 57 0.2484001
56 => 66 0.25269815
56 => 46 0.2482945
56 => 55 0.25060722
57 => 56 0.25149688
57 => 58 0.24822502
57 => 47 0.2480178
57 => 67 0.2522603
58 => 68 0.27839705
58 => 48 0.23290272
58 => 59 0.25408912
58 => 57 0.23461112
56 57 58 => 68 0.7035158
56 57 58 => 59 0.29648417
56 57 => 56 0.25465173
56 57 => 58 0.2485497
56 57 => 47 0.24558464
56 57 => 67 0.25121397
47 => 37 0.2457791
47 => 48 0.25198054
47 => 46 0.24534331
47 => 57 0.25689703
17 27 37 47 => 48 0.29943502
17 27 37 47 => 57 0.700565
17 27 37 => 38 0.24830538
17 27 37 => 27 0.25115946
17 27 37 => 36 0.24420264
17 27 37 => 47 0.2563325
17 27 => 28 0.25017995
17 27 => 37 0.25512865
17 27 => 26 0.24811049
17 27 => 17 0.24658088
17 => 16 0.25175324
17 => 18 0.24926692
17 => 7 0.24850877
17 => 27 0.25047106
35 => 36 0.2501489
35 => 34 0.24878754
35 => 45 0.24932995
35 => 25 0.2517336
33 => 34 0.24869676
33 => 23 0.24916524
33 => 32 0.2496935
33 => 43 0.2524445
34 => 24 0.25010595
34 => 44 0.25195628
34 => 33 0.24957876
34 => 35 0.24835898
24 => 23 0.25134426
24 => 25 0.24765013
24 => 34 0.25037968
24 => 14 0.25062594
23 => 33 0.253297
23 => 22 0.24896705
23 => 13 0.24899678
23 => 24 0.24873917
22 => 32 0.25179747
22 => 23 0.25132647
22 => 12 0.24756815
22 => 21 0.24930793
32 => 22 0.2524656
32 => 33 0.24873936
32 => 42 0.24888454
32 => 31 0.24991047
4 => 3 0.25038096
4 => 5 0.24882638
4 => 14 0.25104576
4 => 94 0.24974687
3 => 93 0.24884368
3 => 2 0.2500322
3 => 13 0.25031942
3 => 4 0.25080472
93 => 83 0.25088534
93 => 3 0.25075746
93 => 92 0.24929173
93 => 94 0.24906547
83 => 93 0.2508472
83 => 73 0.24973725
83 => 82 0.2501203
83 => 84 0.24929523
92 => 2 0.25259408
92 => 82 0.25118214
92 => 91 0.24701267
92 => 93 0.24921112
2 => 92 0.2532864
2 => 12 0.24797283
2 => 1 0.25031957
2 => 3 0.24842119
82 => 83 0.24787831
82 => 92 0.25199857
82 => 72 0.25070092
82 => 81 0.24942222
75 => 85 0.24961326
75 => 74 0.24970607
75 => 76 0.25133556
75 => 65 0.24934511
85 => 86 0.25137413
85 => 75 0.25022298
85 => 95 0.24937257
85 => 84 0.24903035
86 => 76 0.24828035
86 => 96 0.24948543
86 => 87 0.25098914
86 => 85 0.25124508
96 => 86 0.2501174
96 => 95 0.24622183
96 => 6 0.2513661
96 => 97 0.25229466
87 => 86 0.24930221
87 => 97 0.25145602
87 => 88 0.24973078
87 => 77 0.249511
97 => 98 0.24518386
97 => 96 0.25426635
97 => 87 0.24957116
97 => 7 0.25097862
98 => 99 0.2509176
98 => 97 0.23492962
98 => 88 0.23611711
98 => 8 0.27803567
96 97 98 => 8 0.70334333
96 97 98 => 99 0.29665664
96 97 => 87 0.25017098
96 97 => 7 0.2507266
96 97 => 98 0.2438451
96 97 => 96 0.2552573
99 => 9 0.24998066
99 => 89 0.25152785
99 => 98 0.24757147
99 => 90 0.25092003
9 => 8 0.2510884
9 => 19 0.24976243
9 => 99 0.24908838
9 => 0 0.25006077
8 => 9 0.25266916
8 => 18 0.27874598
8 => 98 0.23709638
8 => 7 0.23148847
6 7 8 => 9 0.30120692
6 7 8 => 18 0.69879305
6 7 => 8 0.25113398
6 7 => 6 0.24816819
6 7 => 17 0.25078505
6 7 => 97 0.24991277
6 => 5 0.25034058
6 => 16 0.25056583
6 => 96 0.2508233
6 => 7 0.24827032
10 => 11 0.2500605
10 => 20 0.24986462
10 => 0 0.24981855
10 => 19 0.25025633
11 => 12 0.26009697
11 => 21 0.3437989
11 => 10 0.19919649
11 => 1 0.19690765
10 11 => 12 0.29925105
10 11 => 21 0.7007489
1 => 11 0.340743
1 => 0 0.19876355
1 => 2 0.25948966
1 => 91 0.20100378
0 1 => 2 0.2985228
0 1 => 11 0.70147717
0 => 90 0.2498131
0 => 9 0.25238955
0 => 10 0.24938752
0 => 1 0.24840984
21 => 20 0.19872974
21 => 31 0.34081095
21 => 22 0.26147783
21 => 11 0.19898146
20 21 => 31 0.69797075
20 21 => 22 0.30202925
20 => 21 0.24917129
20 => 10 0.25010177
20 => 30 0.25249776
20 => 29 0.24822918
31 => 41 0.34215888
31 => 21 0.19979429
31 => 32 0.25948673
31 => 30 0.19856009
30 31 => 41 0.70130736
30 31 => 32 0.2986926
30 => 31 0.24749093
30 => 39 0.25391275
30 => 20 0.24855539
30 => 40 0.25004095
41 => 51 0.35451552
41 => 42 0.2592876
41 => 31 0.19405672
41 => 40 0.19214016
11 21 31 41 => 51 0.6875
11 21 31 41 => 42 0.3125
11 21 31 => 32 0.25098723
11 21 31 => 21 0.2522648
11 21 31 => 30 0.24761905
11 21 31 => 41 0.24912892
11 21 => 20 0.25036898
11 21 => 22 0.2530654
11 21 => 31 0.246963
11 21 => 11 0.24960263
40 41 => 42 0.29881036
40 41 => 51 0.70118964
40 => 30 0.2443094
40 => 41 0.24979821
40 => 50 0.2590692
40 => 49 0.24682318
62 => 72 0.24999765
62 => 52 0.24990335
62 => 63 0.24924333
62 => 61 0.25085568
81 => 71 0.19927368
81 => 91 0.34153712
81 => 82 0.2611833
81 => 80 0.19800593
80 81 => 91 0.6954169
80 81 => 82 0.30458307
80 => 70 0.25093263
80 => 81 0.24870342
80 => 90 0.2516264
80 => 89 0.24873754
63 => 62 0.24967188
63 => 73 0.2498566
63 => 64 0.2508774
63 => 53 0.2495941
90 => 0 0.24964312
90 => 91 0.24842118
90 => 80 0.25193855
90 => 99 0.24999714
89 => 99 0.25002196
89 => 79 0.2507464
89 => 80 0.25015366
89 => 88 0.24907798
79 => 78 0.25106665
79 => 70 0.24916308
79 => 69 0.25064
79 => 89 0.24913025
88 => 98 0.2769994
88 => 89 0.2537058
88 => 87 0.2333319
88 => 78 0.23596287
86 87 88 => 89 0.30212104
86 87 88 => 98 0.69787896
86 87 => 86 0.24708965
86 87 => 97 0.25142834
86 87 => 88 0.25194383
86 87 => 77 0.24953821
10 20 30 40 => 50 0.7103548
10 20 30 40 => 41 0.2896452
10 20 30 => 31 0.24173817
10 20 30 => 20 0.2525105
10 20 30 => 39 0.25159758
10 20 30 => 40 0.25415373
10 20 => 10 0.25098917
10 20 => 29 0.24610157
10 20 => 30 0.25750592
10 20 => 21 0.24540335
25 => 35 0.25131753
25 => 26 0.2484026
25 => 15 0.25213075
25 => 24 0.24814913
27 => 17 0.24870478
27 => 26 0.24979255
27 => 28 0.25164285
27 => 37 0.24985982
29 => 19 0.25054803
29 => 28 0.24997763
29 => 39 0.24939606
29 => 20 0.2500783
28 => 18 0.23526146
28 => 38 0.27700296
28 => 27 0.23466267
28 => 29 0.25307292
26 27 28 => 38 0.69956636
26 27 28 => 29 0.30043367
26 27 => 17 0.25103152
26 27 => 28 0.25572821
26 27 => 37 0.24795891
26 27 => 26 0.24528137
16 17 18 => 19 0.3029763
16 17 18 => 28 0.6970237
16 17 => 18 0.24726497
16 17 => 27 0.25175434
16 17 => 7 0.2467855
16 17 => 16 0.25419518
7 => 6 0.24975798
7 => 8 0.24950205
7 => 97 0.2514605
7 => 17 0.24927948
5 => 6 0.25201654
5 => 15 0.2498922
5 => 95 0.24714741
5 => 4 0.25094384
39 => 30 0.24841969
39 => 49 0.25051185
39 => 38 0.25076917
39 => 29 0.25029927
91 => 92 0.25936946
91 => 1 0.34352964
91 => 90 0.20004784
91 => 81 0.19705306
90 91 => 1 0.6981237
90 91 => 92 0.30187628
84 => 85 0.25229815
84 => 94 0.24936953
84 => 74 0.24997966
84 => 83 0.24835265
95 => 94 0.25093797
95 => 85 0.2508434
95 => 5 0.24889912
95 => 96 0.24931951
94 => 84 0.24873862
94 => 93 0.25287697
94 => 95 0.24927884
94 => 4 0.24910557
